tweet,sentiment,date,weekday,hour,followers,description
getting ready for the cbn  youll make a good governor,0,2019-03-12 17:02:19,1.0,17.0,532.0,godman agriprenuer politics good governance and social reformer
the new minister of finance under  nextlevel,0,2019-03-12 17:00:22,1.0,17.0,330.0,a professor emeritus chemical engineering at st loiux universtybenedict stateaustrailia an activista buharistapc memberchelseafc
congratulations,0,2019-03-12 16:57:33,1.0,16.0,141.0,
when are u going to pay back my money  its been 24 days now am tiredof your  well get back to you soon,1,2019-03-12 16:52:48,1.0,16.0,1348.0,ive got a little of everything die hard man utd fanwayne rooney is my best ever wateva u bringbe sure ill give u double can u handle me  follow and see
may thunder as well strike your organizationuseless bank,0,2019-03-12 16:42:38,1.0,16.0,36.0,very pricipled and a goal getter
you are mad after my tweetsdmmails and visiting your agbara branch your closest branch will bear the brunts2,1,2019-03-12 16:41:10,1.0,16.0,36.0,very pricipled and a goal getter
if you dont stop this unnecessary deductions from my account then ill consider using the  329 5 option,1,2019-03-12 16:21:35,1.0,16.0,1141.0,the south the east
if you are a business woman in need of funding s zero percent interest loan for women in business is just,0,2019-03-12 15:58:39,1.0,15.0,79356.0,dont stress me
what a useless bank,1,2019-03-12 15:55:29,1.0,15.0,36.0,very pricipled and a goal getter
dm seen and responded to thank you,0,2019-03-12 15:54:18,1.0,15.0,25.0,
you bank is damn crazy and very unprofessionalreverse my  15k since 25th february or your nearest branch,1,2019-03-12 15:52:51,1.0,15.0,36.0,very pricipled and a goal getter
the failed transaction below was debited to my account and no reversal have been made,1,2019-03-12 15:38:38,1.0,15.0,25.0,
very,0,2019-03-12 15:35:16,1.0,15.0,21202.0,promoter  media strategist online influencer  social media account builder
is it legal for your staffs to request that i write my bvn  i thought all they needed was my account details to get my bvn,0,2019-03-12 15:23:37,1.0,15.0,176.0,lights and much more
this fcmb bank   is so annoyingjust to reactivate my accountive been going to and fro since the beginning,1,2019-03-12 15:21:10,1.0,15.0,21202.0,promoter  media strategist online influencer  social media account builder
hello female entrepreneurs  you have the opportunity to grow your businesses with ease   offers you loans at,0,2019-03-12 14:33:45,1.0,14.0,165170.0,entertainment and fashion page      +2348039665037
you cant afford to miss out   is giving out business loans to female entrepreneurs at zero interest 40 luc,0,2019-03-12 14:31:15,1.0,14.0,165170.0,entertainment and fashion page      +2348039665037
if you are a business woman in need of funding s zero percent interest loan for women in business is just,0,2019-03-12 14:10:48,1.0,14.0,79356.0,dont stress me
are you a business woman  are you in need of funding  be one of the 40 lucky women who will be getting access to up,0,2019-03-12 13:58:54,1.0,13.0,79356.0,dont stress me
is currently giving out business loans to female entrepreneurs at zero percent interest rate to apply sim,0,2019-03-12 13:56:26,1.0,13.0,79356.0,dont stress me
truth is most of these banks are useless since yesterday  refus,1,2019-03-12 13:53:24,1.0,13.0,5030.0,gods kingdom heir  priestroyalty  mufc  yorubabrazilian  standoffish  i dont have beards
no problem im good my cynicism notwithstanding ill wait,1,2019-03-12 13:15:41,1.0,13.0,353.0,a proud son a trying husband a loving father a grateful sibling a faithful apostle a loyal friend a patriotic citizen an aspiring leader and a fearless me
i tried withdrawing through your atm and it debited me without paying me that was on 232019 i have fill,1,2019-03-12 13:05:14,1.0,13.0,142.0,igbo boy lasgidi born gym and fitness   artist manchester united
i refuse to believe that this thing banks are doing to limit cash withdrawals is ethical why would you limit you,0,2019-03-12 12:52:37,1.0,12.0,1663.0,resident creative tyrant at  email  infocom
i have done all you guys want,0,2019-03-12 12:19:58,1.0,12.0,57.0,
please i need 3 month e statement of my below account delivered to my mail timmydarescocom  adeolua,0,2019-03-12 11:47:49,1.0,11.0,3.0,im a cool guy
i will not and never pay 10000 for pos replacement,1,2019-03-12 11:38:57,1.0,11.0,57.0,
i have sent the mail given you guys the tracking id,0,2019-03-12 11:37:55,1.0,11.0,57.0,
used pos machine on february 28th2019  and the transaction was declined but i was debited a sum of  5000,1,2019-03-12 10:50:12,1.0,10.0,83.0,distributors wanted for scanner mouse   no2 ahmeed kazumu street idado lekki  epe expressway lagos nigeria 0817449354007038243155
seen and replied same mechanical response and thereafter itll be,0,2019-03-12 10:46:26,1.0,10.0,353.0,a proud son a trying husband a loving father a grateful sibling a faithful apostle a loyal friend a patriotic citizen an aspiring leader and a fearless me
i just noticed something distinguished  my bank have stopped deductions of   65 atm charge fees on my acc,0,2019-03-12 10:43:39,1.0,10.0,57.0,you are shaped by what you think bcos what you think is who you are
ive sent countless dms emails made physical visits and numerous p,0,2019-03-12 10:26:23,1.0,10.0,353.0,a proud son a trying husband a loving father a grateful sibling a faithful apostle a loyal friend a patriotic citizen an aspiring leader and a fearless me
hi i seem to have forgotten my online banking password what do i do as theres no option for forgotten password,0,2019-03-12 10:15:00,1.0,10.0,40.0,banker rotarian past president rotary club of enugu metropolis supporter arsenal football club
we were discussing before you told me to visit a branch,0,2019-03-12 10:06:26,1.0,10.0,106.0,
as always with  you have to visit a branch to resolve the issue when  cant send a tracking no after,0,2019-03-12 10:01:50,1.0,10.0,106.0,
dear  i subscribed  to dstv premium package since january 25th 2018 and ive not heard pim si,1,2019-03-12 10:00:03,1.0,10.0,353.0,a proud son a trying husband a loving father a grateful sibling a faithful apostle a loyal friend a patriotic citizen an aspiring leader and a fearless me
to process any  transaction on that account any time i visit any of  your branch again i  will make sure y,0,2019-03-12 09:49:18,1.0,9.0,136.0,no straight road to success  repmay1  teammanutd
i regret opening account with your bank and it is very bad when customer  make complaint that you only list,1,2019-03-12 09:49:04,1.0,9.0,136.0,no straight road to success  repmay1  teammanutd
i have sent a dm and no response,1,2019-03-12 09:31:10,1.0,9.0,57.0,
i have sent a dm and no reaponse,1,2019-03-12 09:30:42,1.0,9.0,57.0,
i went to bank last week to get atms verve card i later realized that it cant be use for online payment,1,2019-03-12 09:20:37,1.0,9.0,15.0,opeyemil
sent a mail that they miss me awwwn i dont miss you guys all the time i was  complaining about my ordea,1,2019-03-12 08:50:42,1.0,8.0,157.0,
thanks  for the reversal still waiting for  to do the needful since feb 27,0,2019-03-12 08:48:42,1.0,8.0,106.0,
how can a bank with just about a branch in the lawanson masha ogunlana drive and adeniran ogunsayahave a power,0,2019-03-12 08:44:34,1.0,8.0,347.0,journalist photographer believerloves life
even  is directing me to you for my money to be refunded i think this is a del,1,2019-03-12 14:56:10,1.0,14.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
guide me how to create amp start using 894  pls,0,2019-03-12 14:33:14,1.0,14.0,1145.0,the geminis the beauty of life isnt how happy you are but how happy the people around you are
guide me how to create amp start using 894  pls,0,2019-03-12 14:33:14,1.0,14.0,1145.0,the geminis the beauty of life isnt how happy you are but how happy the people around you are
proof  cos i can show you mine,0,2019-03-12 14:30:23,1.0,14.0,793.0,disc jockey dj   producereven haters feel me cause im freaking awesome ig _deejaysmith checkout my soundcloud below
good day  i would love to know the situation of things  thank you,0,2019-03-12 14:28:55,1.0,14.0,356.0,php developer
20000 was deducted from my account to buy 9mobile airtime my line was not recharged plz let me have the reversal,1,2019-03-12 14:27:03,1.0,14.0,2.0,agriceconomist lecturer wife mother lover of truth unapologetic optimist
this is the worst bank ever and everyone on twitter would have to be aware of   pls refund me,1,2019-03-12 14:17:35,1.0,14.0,793.0,disc jockey dj   producereven haters feel me cause im freaking awesome ig _deejaysmith checkout my soundcloud below
how on earth can you say this     i never received any credit alert from you unlike the previous time it,1,2019-03-12 14:16:41,1.0,14.0,793.0,disc jockey dj   producereven haters feel me cause im freaking awesome ig _deejaysmith checkout my soundcloud below
20000 was deducted from my account to buy 9mobile airtime  transaction successful was written but no airtime,1,2019-03-12 14:14:18,1.0,14.0,2.0,agriceconomist lecturer wife mother lover of truth unapologetic optimist
please how will i open an account online i already have bvn,0,2019-03-12 14:13:58,1.0,14.0,17.0,there is no key to happiness the door is always open
this is the error its showing,0,2019-03-12 14:13:21,1.0,14.0,312.0,cool
deleted the app and downloaded again but its saying network error,1,2019-03-12 14:11:13,1.0,14.0,312.0,cool
125 years and u cnt  solve pos transaction of three weeks u guys need hlp,1,2019-03-12 14:09:28,1.0,14.0,4.0,
i just did n its not reflecting,1,2019-03-12 14:03:14,1.0,14.0,6.0,
i did that i was asked to send my details which i did and no one got back to me after that,1,2019-03-12 14:02:12,1.0,14.0,1967.0,blooming
what is this     please give me back my 2k,1,2019-03-12 13:57:39,1.0,13.0,277.0,geek with people skillsmech engineer vehicle trackingsecurity manager aesthete
hello my card is declined when i try to insert it into apple app store,1,2019-03-12 13:57:07,1.0,13.0,283.0,i am weezykon i got a  and sublime text and a desire to build things coding on point and a lover of designs full stack developer
hello im having issues activating my card for online purchase can you look into this,1,2019-03-12 13:53:29,1.0,13.0,209.0,nah fam
pls refund my shikini money its over 96 hrs since that pos transaction declined and yet y,1,2019-03-12 13:53:19,1.0,13.0,137.0,francis a okogun an enterprising nigerian and ownerce fellas expressions ep miss campus nigeriabbp  a serial social commentator
please you people should reply my dm to you that you asked for,1,2019-03-12 13:47:25,1.0,13.0,749.0,sage 300 erp consultant lets talk how it works must follow back
thank you too for being my bank,0,2019-03-12 13:46:54,1.0,13.0,55.0,male
you people are yet to reverse the money i guess youre indirectly telling me to forget about it,1,2019-03-12 13:40:08,1.0,13.0,42.0,i multiply what i manage i manage to multiply
please  why has your bank denied me access to my firstonline account for more than,1,2019-03-12 13:37:07,1.0,13.0,151.0,world citizensocial commentator public affairs analyst sports enthusiast  arsenal fan
how many more weeks do you need to look into it  this complaint was made a month ago mind you,1,2019-03-12 13:34:36,1.0,13.0,246.0,true nigerianwater engineer
dispense i guess,0,2019-03-12 13:33:57,1.0,13.0,127.0,manners maketh man
my money is ought to be returned by nowi need my money for something importantyou guys should rever,1,2019-03-12 13:31:41,1.0,13.0,46.0,i was born a survivor so if you think anything can make me go down then youd better let it be something equivalent to me
ive got a complaint,1,2019-03-12 13:25:37,1.0,13.0,4470.0,im good
the transaction was not successful and i got debit alert 3times and the receipt was stated transaction de,1,2019-03-12 13:19:42,1.0,13.0,26.0,
hello fbnhelp i did a transaction with one of your firstmonie agent since december 1st 2018 till now,1,2019-03-12 13:16:24,1.0,13.0,3083.0,im just me  teamleo
please reply me my account has been account i went to reactivate it yesterday and up l this moment nothin,1,2019-03-12 13:14:51,1.0,13.0,237.0,political scientist  isaac jasper adaka boros discipleback to the future
how do i get a mastercard online,0,2019-03-12 13:14:03,1.0,13.0,602.0,regularcancerotaku  anime chelseafc
thanks  the money has been reverse back,0,2019-03-12 13:11:26,1.0,13.0,46.0,youth human right activist patriotic nigerian and statistician
friday 8th of march at exactly 17 31 05,0,2019-03-12 13:09:51,1.0,13.0,127.0,
i used my atm card with a pos yesterday i was debited but the transaction was declined from the pos,1,2019-03-12 13:03:51,1.0,13.0,113.0,i hate a lot of things so thread carefully around me ok
how far about my complaint now,1,2019-03-12 13:02:11,1.0,13.0,8.0,
please you guys should do something about this on time i need this money right now and its passed the da,1,2019-03-12 13:00:03,1.0,13.0,11.0,student music lover
i am tired of waiting transactions since january has not been reversed yet and gradually this month will,1,2019-03-12 12:58:49,1.0,12.0,21.0,a hardworking young man
thanks pls what is the time frame,0,2019-03-12 12:56:53,1.0,12.0,57.0,i love having funi only have one life time
i have seen your response but i cant wait for 30 days as the n111600 is part of my house rent also no,1,2019-03-12 12:53:06,1.0,12.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
please how many more days should i wait for the second reversal,1,2019-03-12 12:52:15,1.0,12.0,47.0,always be your self and dont start what you cant finish music is life
i am still waiting for you guys to reverse my 5000 return my money ooo,1,2019-03-12 12:50:20,1.0,12.0,46.0,i was born a survivor so if you think anything can make me go down then youd better let it be something equivalent to me
i am still waiting for my 5000 to be reversedyou guys said within 48 working hours and i dont know wh,1,2019-03-12 12:49:11,1.0,12.0,46.0,i was born a survivor so if you think anything can make me go down then youd better let it be something equivalent to me
i knew that would be the end i was prepared anyway i clicked on it once though and no i cant ask my n,1,2019-03-12 12:48:50,1.0,12.0,1646.0,an accountantprocurement officerpassionate about successlove human relations and an achiever  kcob  osuite  teamarsenal
start with pidgin then move straight to you dialectlet them think you cant speak englis,0,2019-03-12 12:44:50,1.0,12.0,652.0,listener  thinker  writer  speaker  that order do not forget that i can not see myself but my role is limited 2 being the one that looks into the mirror
make i speak french abi,0,2019-03-12 12:43:03,1.0,12.0,223.0,an environmental scientist   a biologist   igbo   a staunch catholic    a business man am a great guy youll love
you grab bro  nah masters of all banks  is the worst,1,2019-03-12 12:42:17,1.0,12.0,223.0,an environmental scientist   a biologist   igbo   a staunch catholic    a business man am a great guy youll love
please i went to reactivate my account which have been dormant for a while now i was told to come back t,1,2019-03-12 12:38:16,1.0,12.0,237.0,political scientist  isaac jasper adaka boros discipleback to the future
hello firstbank please today made it 7 working days you guys told me please due response to me,1,2019-03-12 12:37:11,1.0,12.0,65.0,database administrator at nhis
i cant celebrate with you until you return my n111600 you are holding on to refund this money asap,1,2019-03-12 12:36:32,1.0,12.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
pls oorefund his money biko,0,2019-03-12 12:36:08,1.0,12.0,1131.0,soma ofadathe best ofada vendor in abujawe left the streets of lagos to abujaour meals are tasty and deliciouscall us08141362026daily cravings
dear  i have provided the information via dm as requested i pray that i dont have to drag,0,2019-03-12 12:36:07,1.0,12.0,1012.0,cool nice  loves making new friends thrilled about anything aviation related  on instagramcan hold a decent conversation on world events  politics
i am sincerely hoping that is true because i have always trusted  to be very reli,0,2019-03-12 12:33:23,1.0,12.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
pls can i open a fixed deposit account with a temporary voters card,0,2019-03-12 12:24:05,1.0,12.0,38.0,
you are now forming responsible organizationmy account has been lien since 20 feb and n,0,2019-03-12 12:22:43,1.0,12.0,82.0,i am devoted to improving connectivity through out the world
i wouldnt send this mail if i havent reviewed it over and over if you think it has been refunded give,0,2019-03-12 12:20:26,1.0,12.0,649.0,principled realist analytical relational visionary successdriven detailed interesting and interested love people with a great attitude
the affected account is 3022016462,0,2019-03-12 12:20:13,1.0,12.0,132.0,
na english you follow them yarn,0,2019-03-12 12:19:57,1.0,12.0,652.0,listener  thinker  writer  speaker  that order do not forget that i can not see myself but my role is limited 2 being the one that looks into the mirror
was debited at roban stores in enugu for get to two weeks now yet to get the reverse cash,1,2019-03-12 12:19:37,1.0,12.0,132.0,
i visited their branch over a month now and nah post wey dem just dey post person,1,2019-03-12 12:17:24,1.0,12.0,223.0,an environmental scientist   a biologist   igbo   a staunch catholic    a business man am a great guy youll love
please what is my sort code,0,2019-03-12 12:14:50,1.0,12.0,530.0,music loverdanceractorfollow i follow backplease dont unfollow after following
please follow back i need to dm,0,2019-03-12 12:13:31,1.0,12.0,530.0,music loverdanceractorfollow i follow backplease dont unfollow after following
im still waiting for a reversal of my money,1,2019-03-12 12:08:20,1.0,12.0,170.0,livelovelearnnever give upjer 29 11 is 43 4
good afternoon pls we have been at the bank since morning and we havent been able to make any transacti,1,2019-03-12 12:06:34,1.0,12.0,379.0,global youth leaders forum ambassadorsteel structural engineermedia personnel
pls check your dm,0,2019-03-12 12:06:05,1.0,12.0,749.0,sage 300 erp consultant lets talk how it works must follow back
reply my dm,0,2019-03-12 11:59:48,1.0,11.0,788.0,young entrepreneur  virgo  mufc
hello  my visa gold card just stopped working for online transactions  what do i do,1,2019-03-12 11:59:18,1.0,11.0,155.0,im trevouresh  an independent artist  i own  label and its available for sponsoring ngkp
the transaction i did was not successful and i was debited,1,2019-03-12 11:57:53,1.0,11.0,25.0,never question my decision if you dont know why
good afternoon can i lodge complain from here,0,2019-03-12 11:50:38,1.0,11.0,25.0,never question my decision if you dont know why
will i be able to continue to use my firstmobile app after requesting for debit card,0,2019-03-12 11:50:24,1.0,11.0,1.0,engaged to marilyn
as so to enable me dm you your dm aint open,0,2019-03-12 11:50:21,1.0,11.0,537.0,started off poor with plans to own more   spread love  30bg 4lyf
i tell u   is an analog bank,0,2019-03-12 11:50:12,1.0,11.0,556.0,
cant dm you it wasnt possible pls follow me,0,2019-03-12 11:50:10,1.0,11.0,537.0,started off poor with plans to own more   spread love  30bg 4lyf
this account  number you request had since been sent to your dm since weekend am amazed you are repeatin,0,2019-03-12 11:48:52,1.0,11.0,61.0,his royal majesty in waitingif i follow you it is only fair you follow back to show some small love
we wont be able to give the best answer to your enquiry but you can contact your bank via email p,0,2019-03-12 11:48:14,1.0,11.0,559.0,csm an effective platform for discussing and addressing customer service issues  customerservicemediatorcom
whyre u not responding to my dm,0,2019-03-12 11:45:58,1.0,11.0,88.0,a historian a specialist in international relations an aviator husband and a father
so we even plenty on top  matterpls you people should return my n111600 asap how,1,2019-03-12 11:45:31,1.0,11.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
check well it hasnt i just checked,0,2019-03-12 11:43:33,1.0,11.0,3065.0,ig  casino_chillzigbo ambassadorengineerghettoyouthwrldwide representativeculfc bara next hokagesuper saiyan  poet ambivert   gba
all of you in firstbank are mad mad is you people motto since you people have refused to refund my money over a month now,0,2019-03-12 11:42:19,1.0,11.0,475.0,for your mind now your bio make sense pass this one its just twitter
this happened since thursdayi don tire,0,2019-03-12 11:40:32,1.0,11.0,22.0,
one of the transaction is already over 2 weeks old i was trying to pay my nepa bill and the second is ju,1,2019-03-12 11:39:06,1.0,11.0,63.0,a fun loving person who is interested in the bright side of life
and you didnt visit their branch and demand for your money in igbo language see this gram,0,2019-03-12 11:37:59,1.0,11.0,652.0,listener  thinker  writer  speaker  that order do not forget that i can not see myself but my role is limited 2 being the one that looks into the mirror
dear first bank i am here again this time around with 2 failed pos transactions pls im worn out alrea,1,2019-03-12 11:37:30,1.0,11.0,63.0,a fun loving person who is interested in the bright side of life
waiting,0,2019-03-12 11:33:38,1.0,11.0,660.0,im just dust  esut nuasa020
i dont want to believe you people are serious you are playing with me on top my n111600 this is the 3,1,2019-03-12 11:31:59,1.0,11.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
i want to also know when will you transfer the second 17760000 to my account   please its really needed,1,2019-03-12 11:29:33,1.0,11.0,184.0,taurusgod fearinglover of animals
thanks i appreciate and i will wait,0,2019-03-12 11:23:54,1.0,11.0,194.0,ceo kreflomusicgang  kmg  bmt bbt  ambassor_of_pan_african_movement for booking info  shaldrelawson2011com
pls can you reduce the time limit    my registration closes on friday,0,2019-03-12 11:21:37,1.0,11.0,182.0,i am proudly a nigerian striving for the best in life and trying to help others too
i have an account with your bank that hasnt been in use for a while and is probably dormant now id l,0,2019-03-12 11:21:28,1.0,11.0,416.0,software engineer manga lover gamerteam
i sent you a dm 3 days ago and have neither received any acknowledgement nor fix no one deserves stress over their,1,2019-03-12 11:20:10,1.0,11.0,43.0,lecturer
its 8 days now and my money hasnt been refunded  i attempted transferring money to a gtbank account,1,2019-03-12 11:20:05,1.0,11.0,2279.0,hi i am lit
thank you for the response but unfortunately i cant dm you maybe you send a dm so i can ride on it regards,0,2019-03-12 11:18:22,1.0,11.0,427.0,a core buharist i would unite with anybody to do right and with nobody to do wrongfrederick douglass
check ur dm,0,2019-03-12 10:59:03,1.0,10.0,5.0,
i was scammed by someone on twitter using a first bank account even claimed he works hand to hand with so,0,2019-03-12 10:57:14,1.0,10.0,26.0,proudly oguta udom_ofili
pls what i need is my  5000 reversed back into my account  3100094153 and it was debited on 05032019,1,2019-03-12 10:48:41,1.0,10.0,25.0,a young visionary vibrant and reborn human right activist who stands for equality truth and justice
first mobile is saying your device isnt compatable with this versionwhat can i do and is ther any other app i can use,1,2019-03-12 10:47:24,1.0,10.0,31.0,im proud to be black
thats ok thank you for your swift response,0,2019-03-12 10:46:46,1.0,10.0,85.0,an engineer + 100  optimist
thanks a lot,0,2019-03-12 10:45:04,1.0,10.0,714.0,dont be sorry do better  billionaire
dont tell me crap first no one told me the transaction was successful on the 27 feb when the payment,1,2019-03-12 10:44:01,1.0,10.0,832.0,cyber security  digital forensics  fc barcelona
i have done that already pls check,0,2019-03-12 10:44:00,1.0,10.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
my account has been dormant for a while now and i went to reactivate it yesterday for a transaction and i,1,2019-03-12 10:43:20,1.0,10.0,237.0,political scientist  isaac jasper adaka boros discipleback to the future
ok thanks  youfirst,0,2019-03-12 10:42:50,1.0,10.0,958.0,biochem graduate  public health personnel  devout believer  violinist alumna  and   progressing software developer
oh trust me they wont try it with me a whol,0,2019-03-12 10:42:34,1.0,10.0,1084.0,pharmacist  founder gods love foundation   carefororphans  relationship consultant  adrowland76couk
make i no lie you bro first bank nah scammers ooonah so dem don de,1,2019-03-12 10:38:50,1.0,10.0,223.0,an environmental scientist   a biologist   igbo   a staunch catholic    a business man am a great guy youll love
thanks i sincerely hope that wont mean another 7 working days before the refund,1,2019-03-12 10:36:24,1.0,10.0,109.0,christlifer he is the life
its so unfortunate that   real,1,2019-03-12 10:34:13,1.0,10.0,832.0,cyber security  digital forensics  fc barcelona
what do you mean by customer induced transaction  i use my atm card and i do online transfers i do that,0,2019-03-12 10:32:10,1.0,10.0,263.0,cofounder of peah technologies i am  on steemit my 1st home twitter my 3rd after my room
its exactly 10 working days today not since i complain of a dispense error but since i forwarded my ac,1,2019-03-12 10:30:44,1.0,10.0,36.0,down to earth fun and easy going person with the willingness to learn i represent jesus christ here on earth
account was opened at iwo road branch and debit card request was at challenge branch ibadan,0,2019-03-12 10:26:43,1.0,10.0,37.0,
subscription and network arent the problem although am on the mtn network could this be the probl,0,2019-03-12 10:24:26,1.0,10.0,58.0,am me because i dont aspire to be anybody else but me
lmao kindly check your dm it was yesterday and its sure not  1000         check your dm,0,2019-03-12 10:21:26,1.0,10.0,2108.0,computer engineerliverpoolfanenyimba fan ilovegod chukaogbujicom
i still have the slips with me oga both transactions were declined pls check well,1,2019-03-12 10:03:28,1.0,10.0,52.0,
please my account has been dormant for a while now and yesterday i went to reactivate the account for a t,1,2019-03-12 10:02:21,1.0,10.0,237.0,political scientist  isaac jasper adaka boros discipleback to the future
please i made a pos transaction of 1500 on 1132019 and it was declined yet my account was debited my,1,2019-03-12 10:02:06,1.0,10.0,1.0,kind hearted easy to go and adaptive
i made a complaint since last week about being debited for airtime twice the network provi,1,2019-03-12 09:59:40,1.0,9.0,5405.0,believer avid reader face model foodie witty too much sense  my tweets are very practical  turnoff  vulgarity
hi my money has not been reversed my account number is 3011020528 the transaction was on the 25th of f,1,2019-03-12 09:57:23,1.0,9.0,5.0,
okay,0,2019-03-12 09:56:30,1.0,9.0,348.0,everything media good music too
i just found out it was a pos transactions i made that shows declined from a filling station please i need a reversal,1,2019-03-12 09:54:24,1.0,9.0,1.0,kind hearted easy to go and adaptive
hello i used my card to pay for gas at a petrol station i was debited without the money,1,2019-03-12 09:38:30,1.0,9.0,57.0,i love having funi only have one life time
i did a transaction frm an atm that i was debuted and wasnt paid for one month n,1,2019-03-12 09:37:01,1.0,9.0,649.0,principled realist analytical relational visionary successdriven detailed interesting and interested love people with a great attitude
for over a week now im unable to log in to my first bank mobile app customer care isnt picking up fix this,1,2019-03-12 09:36:32,1.0,9.0,197.0,simple and a less talker
didnt send me to go to the merchant terminal amp claim a refund they simply emailed the mer,1,2019-03-12 09:34:27,1.0,9.0,864.0,scholar  investor  strategistig  iam_slik
dm done thanks,0,2019-03-12 09:33:30,1.0,9.0,109.0,christlifer he is the life
good morning can i use the first mobile app without an atm card,0,2019-03-12 09:32:38,1.0,9.0,16550.0,aspiring oap dj music is life amazing voice to your ears  my slippers business account    member
this is the first time im seeing a bank sending its customer to go claim a refund for a failed transacti,0,2019-03-12 09:31:05,1.0,9.0,864.0,scholar  investor  strategistig  iam_slik
good morning i dont know if its a waste of time lodging a complaint here because it is never attended,0,2019-03-12 09:29:35,1.0,9.0,84.0,writer speaker social entrepreneur amazon
dear firstbank i have gone to the merchant terminal amp they refused to refund me my money saying that it,1,2019-03-12 09:26:59,1.0,9.0,864.0,scholar  investor  strategistig  iam_slik
thanks youve been helpful,0,2019-03-12 09:20:08,1.0,9.0,114.0,no lurking around here
thanks for your response transaction was done on saturday 9th march got the alert today 12th march dis,0,2019-03-12 09:19:29,1.0,9.0,13.0,wen god says yes
first bank pls i have sent a dm concerning my complain still no feed back,1,2019-03-12 09:18:48,1.0,9.0,218.0,one simple person you wont understand
i have been trying to activate my mobile app and i keep getting this message,1,2019-03-12 09:17:33,1.0,9.0,322.0,oseburuwa chukwu anyiiffeanyiich
have done that since 2hrs now no reply or reversal yet  i need my money asap,1,2019-03-12 09:13:09,1.0,9.0,26.0,
pls am still waiting for the reversal of my money   make una hel,1,2019-03-12 09:11:10,1.0,9.0,26.0,
on top ur money  nigeria sha,1,2019-03-12 09:07:23,1.0,9.0,2313.0,politics enthusiast gender advocate end  fgm  finance  business administratorstrategistsportswriteranalystcontent creator  lfc  ynwa
i tried paying to my nairabet account it keeps showing me you have exceed withd,1,2019-03-12 08:57:04,1.0,8.0,537.0,started off poor with plans to own more   spread love  30bg 4lyf
yes it was four transactions on that same day 29th january which is 4k in total all are pos purchase but,1,2019-03-12 08:51:39,1.0,8.0,2.0,
your acct 202xxxx319 has been debited with ngn2771574 on 12mar2019 08 15 55 by fbnflutterwave techn,0,2019-03-12 08:42:26,1.0,8.0,69.0,entrepreneur  basketbal  playercoach  motivational speaker  good health advocate
3000 naira was debuted and i explained fully already,0,2019-03-12 08:42:02,1.0,8.0,7787.0,physiotherapist  snapchat mhissbee instagram bolanle_aa
someone ha hacked into my company accountaccount name  starcraft ind ltdpls block the account now,0,2019-03-12 08:41:40,1.0,8.0,69.0,entrepreneur  basketbal  playercoach  motivational speaker  good health advocate
please revert my money details are in your dm,1,2019-03-12 08:40:04,1.0,8.0,88.0,a historian a specialist in international relations an aviator husband and a father
no responsereply to my numerous dmsfeedback from you concerning money deducted from my account for more than 3 weeks now,1,2019-03-12 08:39:16,1.0,8.0,2220.0,polymathig nsikak_nseyo
please i will appreciate your prompt response on this issues if truly you are the first,0,2019-03-12 08:35:51,1.0,8.0,45.0,
please i have been to   office and was told the money is with your bank first,0,2019-03-12 08:34:29,1.0,8.0,45.0,
good morning firstbank i used pos yesterday at a store and the transaction wasnt successful that i had,1,2019-03-12 08:33:10,1.0,8.0,76.0,
check your dm,0,2019-03-12 08:31:36,1.0,8.0,111.0,former acct  cfc
account name  ojo olanrewajuacct num  2023001721 bank  ubabeneficiary details account name  folulin,0,2019-03-12 08:31:19,1.0,8.0,45.0,
how does someone currently out of the country activate a card for foreign transactions  urgent please,0,2019-03-12 08:28:32,1.0,8.0,991.0,designer of things theres an explosion of colors sound and stardust in my mind im trying to let it out
i dont understand i have to wait till april      i didnt use the card cant you guys cancel the hold,0,2019-03-12 08:25:54,1.0,8.0,696.0,materials engineer  i make small chops  soup bowlssee menu in pinned tweet budding web developer  world class chef in the making
good morning firstbank i used pos yesterday at a store and the transaction wasnt successful that i had,1,2019-03-12 08:23:43,1.0,8.0,76.0,
please reply melet me know what has happened to my money,1,2019-03-12 08:22:38,1.0,8.0,0.0,
transaction date  11 march 2019transaction amount  300,0,2019-03-12 08:15:00,1.0,8.0,334.0,free thinker
first bank theres nothing unusual about your delay in responding to issues is a usual thing you pipu do,1,2019-03-12 08:12:04,1.0,8.0,174.0,interested in your own welfare  mufc engineer in makinghave only 2 fears all my lifeur happiness is my joy
thank you please find my account details on my dm to you,0,2019-03-12 08:04:20,1.0,8.0,170.0,prolific writer  articulate orator  health information managertutor  aspiring politician
hello i tried withdrawing  10000 from uba atm machine at ibadan this morning i got d res,1,2019-03-12 08:02:52,1.0,8.0,1.0,handsome
hello i tried withdrawing  10000 from uba atm machine at ibadan this morning i got d r,1,2019-03-12 07:56:01,1.0,7.0,1.0,handsome
